Values for stem plot of x_1(n):
0 1.000000
1 1.000000
2 0.750000
3 0.500000
4 0.312500
5 0.187500
6 0.109375
7 0.062500

Values for stem plot of x_2(n):
0 1.000000
1 2.000000
2 2.750000
3 3.250000
4 3.562500
5 3.750000
6 3.859375
7 3.921875
